Municipality,Year,Yield_restated
STE. ANNE,2000,0.9661496694461622
STE. ANNE,2001,0.9413152233028447
STE. ANNE,2002,1.0943111120344573
STE. ANNE,2003,1.4049273944512337
STE. ANNE,2004,0.7002414473504125
STE. ANNE,2005,0.22528230542857292
STE. ANNE,2006,1.4213666435322636
STE. ANNE,2007,1.4406922906101234
STE. ANNE,2008,1.6981102334935783
STE. ANNE,2009,1.0293748638675613
STE. ANNE,2010,0.8098846467592387
STE. ANNE,2011,0.9772858536243498
STE. ROSE,1996,1.1837592164518531
STE. ROSE,1997,1.0020489839210645
STE. ROSE,1998,0.9958613771433172
STE. ROSE,1999,1.1951050870867572
STE. ROSE,2000,1.3055904982124276
STE. ROSE,2001,1.0877939536430556
STE. ROSE,2002,0.9602014344789757
STE. ROSE,2003,1.208809367632931
STE. ROSE,2004,1.2822864158522904
STE. ROSE,2005,1.141816250139725
STE. ROSE,2006,1.0490159900428004
STE. ROSE,2007,0.8735531770199342
STE. ROSE,2008,1.4231396534803504
STE. ROSE,2009,1.3661090258991686
STE. ROSE,2010,0.8731107894364775
STE. ROSE,2011,0.9747231994217942
STUARTBURN,1996,0.9541261445880698
STUARTBURN,1997,0.6697284059631434
STUARTBURN,2000,0.32482205532384156
STUARTBURN,2001,0.3590192696320944
STUARTBURN,2002,0.8597035741963429
STUARTBURN,2003,0.981579542624565
STUARTBURN,2004,1.2419104771531448
STUARTBURN,2005,1.1700169580925117
STUARTBURN,2006,0.7654226043693648
STUARTBURN,2007,1.2621751554299667
STUARTBURN,2008,1.0529783536916735
STUARTBURN,2009,0.7623465830837585
STUARTBURN,2010,0.903368478191863
STUARTBURN,2011,1.078508103192489
SWAN VALLEY WEST,1996,0.9519496312558011
SWAN VALLEY WEST,1997,0.9401322446296898
SWAN VALLEY WEST,1998,0.8952585285368235
SWAN VALLEY WEST,1999,1.1605995854631197
SWAN VALLEY WEST,2000,1.1456280003684336
SWAN VALLEY WEST,2001,1.003040352504526
SWAN VALLEY WEST,2002,0.8275905792395534
SWAN VALLEY WEST,2003,1.1527708123368103
SWAN VALLEY WEST,2004,1.1409848469705284
SWAN VALLEY WEST,2005,1.2985707729178926
SWAN VALLEY WEST,2006,1.1799388598511211
SWAN VALLEY WEST,2007,1.1041298738660072
SWAN VALLEY WEST,2008,1.3516861975140424
SWAN VALLEY WEST,2009,1.2511741157154455
SWAN VALLEY WEST,2010,1.062975275627222
SWAN VALLEY WEST,2011,1.2117677206647275
TACHE,1996,1.1514339715108688
TACHE,1997,1.032413443915129
TACHE,1998,0.9354102775488067
TACHE,1999,1.3686793284531564
TACHE,2000,0.8404546004638999
TACHE,2001,0.4284882312259687
TACHE,2002,0.8925044527357111
TACHE,2003,1.3729964570011235
TACHE,2004,1.0209639820596015
TACHE,2005,0.33493238980525486
TACHE,2006,1.1610237209910839
TACHE,2007,1.0846381609465352
TACHE,2008,1.355786466430156
TACHE,2009,0.9424239565428043
TACHE,2010,0.6861411494142383
TACHE,2011,0.8826652129074283
THOMPSON,1996,1.057027247853645
THOMPSON,1997,1.0156412150518919
THOMPSON,1998,1.1322688972980524
THOMPSON,1999,1.133153630529398
THOMPSON,2000,1.176080749744456
THOMPSON,2001,1.025009703240498
THOMPSON,2002,1.018442428318031
THOMPSON,2003,1.4815028813116258
THOMPSON,2004,1.0668503191961056
THOMPSON,2005,0.7796824178096574
THOMPSON,2006,1.2779837846759532
THOMPSON,2007,1.1943183463470906
THOMPSON,2008,1.4928597695176264
THOMPSON,2009,1.4101359539098997
THOMPSON,2010,1.3582033539573848
THOMPSON,2011,1.030956241811701
TWO BORDERS,1996,0.773133229590201
TWO BORDERS,1997,0.6216177655835334
TWO BORDERS,1998,0.7427088230832914
TWO BORDERS,1999,0.6282854027587838
TWO BORDERS,2000,0.9938509722982151
TWO BORDERS,2001,0.846148694786971
TWO BORDERS,2002,0.633893222770468
TWO BORDERS,2003,0.8282995322976698
TWO BORDERS,2004,1.0776757897500118
TWO BORDERS,2005,0.7353745617052262
TWO BORDERS,2006,0.898050144383925
TWO BORDERS,2007,1.0214849525497256
TWO BORDERS,2008,0.9506201573037012
TWO BORDERS,2009,1.1715158807898325
TWO BORDERS,2010,1.0671519484789207
TWO BORDERS,2011,0.8144632676715774
UNORG TERRITORY,1996,0.7321426140705066
UNORG TERRITORY,1997,0.822177585188026
UNORG TERRITORY,1998,0.7431154187262576
UNORG TERRITORY,1999,0.3387838910187067
UNORG TERRITORY,2000,0.5258742727486578
UNORG TERRITORY,2001,0.5557847052236345
UNORG TERRITORY,2002,0.8817182221834596
UNORG TERRITORY,2003,0.5209598997199846
UNORG TERRITORY,2004,0.7265758055381412
UNORG TERRITORY,2005,0.779974059818265
UNORG TERRITORY,2006,0.8752199946737068
UNORG TERRITORY,2007,0.5774455152570652
UNORG TERRITORY,2008,0.23703039399019493
UNORG TERRITORY,2009,0.4009915549143164
UNORG TERRITORY,2010,0.2187743711576412
UNORG TERRITORY,2011,0.316311883097116
VICTORIA,1996,1.323646829753764
VICTORIA,1997,1.1083163935296265
VICTORIA,1998,1.3149483173546122
VICTORIA,1999,1.3743405442789505
VICTORIA,2000,1.5573800803757725
VICTORIA,2001,1.3974018782591573
VICTORIA,2002,1.621485735263675
VICTORIA,2003,1.7850415011051401
VICTORIA,2004,1.9540460961327062
VICTORIA,2005,1.487117141651387
VICTORIA,2006,1.5706177204585634
VICTORIA,2007,1.4974211653261291
VICTORIA,2008,1.8190702601204154
VICTORIA,2009,1.8552387696221486
VICTORIA,2010,1.8984105557507645
VICTORIA,2011,1.6483924797053071
WALLACE-WOODWORTH,1996,0.9916694519173028
WALLACE-WOODWORTH,1997,0.7650961249901367
WALLACE-WOODWORTH,1998,0.8673282004699967
WALLACE-WOODWORTH,1999,0.8170621560334922
WALLACE-WOODWORTH,2000,1.0781644097331795
WALLACE-WOODWORTH,2001,0.9306968771921569
WALLACE-WOODWORTH,2002,0.8711783274949572
WALLACE-WOODWORTH,2003,0.9315025738342729
WALLACE-WOODWORTH,2004,1.1999075992881494
WALLACE-WOODWORTH,2005,0.8138681960161693
WALLACE-WOODWORTH,2006,1.045854312138771
WALLACE-WOODWORTH,2007,0.9721196687998964
WALLACE-WOODWORTH,2008,1.2126412561828144
WALLACE-WOODWORTH,2009,1.2382563730624723
WALLACE-WOODWORTH,2010,1.114030932455348
WALLACE-WOODWORTH,2011,0.8917208536494925
WEST INTERLAKE,1996,1.7234840964719806
WEST INTERLAKE,1997,1.2497350907643108
WEST INTERLAKE,1998,1.3023497299057618
WEST INTERLAKE,1999,1.5413303124087854
WEST INTERLAKE,2000,1.2908243754530289
WEST INTERLAKE,2001,1.4489227496252355
WEST INTERLAKE,2002,1.0135953261020225
WEST INTERLAKE,2003,0.5695260785539296
WEST INTERLAKE,2004,1.5566272621506276
WEST INTERLAKE,2005,1.3917035372628273
WEST INTERLAKE,2006,1.1163528081415217
WEST INTERLAKE,2007,1.394618058024786
WEST INTERLAKE,2008,1.046230918129722
WEST INTERLAKE,2009,1.2217313148662527
WEST INTERLAKE,2010,1.0370256844639525
WEST INTERLAKE,2011,0.8359743536284598
WEST ST. PAUL,1996,0.9815060171906096
WEST ST. PAUL,1997,0.7637706491942385
WEST ST. PAUL,1998,0.8639634773821756
WEST ST. PAUL,1999,0.9649100219332098
WEST ST. PAUL,2000,0.5646445884413966
WEST ST. PAUL,2001,0.5408059334415688
WEST ST. PAUL,2002,0.6776521745527446
WEST ST. PAUL,2003,0.9369504733680238
WEST ST. PAUL,2004,0.8941534823884377
WEST ST. PAUL,2005,0.2045276073691517
WEST ST. PAUL,2006,0.41614628610255033
WEST ST. PAUL,2007,0.6240174737549784
WEST ST. PAUL,2008,0.4078616926125251
WEST ST. PAUL,2009,0.13961675776778323
WEST ST. PAUL,2010,0.37743363100847066
WEST ST. PAUL,2011,0.39199999999999996
WESTLAKE-GLADSTONE,1996,1.1228785897660065
WESTLAKE-GLADSTONE,1997,1.0065632832945917
WESTLAKE-GLADSTONE,1998,1.1558987617620085
WESTLAKE-GLADSTONE,1999,1.0972756062406481
WESTLAKE-GLADSTONE,2000,1.1395216626093874
WESTLAKE-GLADSTONE,2001,0.9387698109918263
WESTLAKE-GLADSTONE,2002,1.0665999694627457
WESTLAKE-GLADSTONE,2003,1.3591311421191081
WESTLAKE-GLADSTONE,2004,1.4453805618599407
WESTLAKE-GLADSTONE,2005,0.7954011469043901
WESTLAKE-GLADSTONE,2006,1.2778882557901439
WESTLAKE-GLADSTONE,2007,1.2226370875495784
WESTLAKE-GLADSTONE,2008,1.321693853782097
WESTLAKE-GLADSTONE,2009,1.4267549346531445
WESTLAKE-GLADSTONE,2010,1.026050390762384
WESTLAKE-GLADSTONE,2011,0.8562367897026192
WHITEHEAD,1996,0.9669416198937689
WHITEHEAD,1997,0.7902147093164511
WHITEHEAD,1998,0.8101572853468149
WHITEHEAD,1999,0.7246002058502048
WHITEHEAD,2000,0.9760508949118296
WHITEHEAD,2001,0.8709216966580483
WHITEHEAD,2002,0.8257265068361858
WHITEHEAD,2003,0.7664036468817211
WHITEHEAD,2004,1.1459593628373401
WHITEHEAD,2005,0.7450017105133373
WHITEHEAD,2006,1.0135548451561789
WHITEHEAD,2007,0.9193477510899478
WHITEHEAD,2008,1.1022669903242825
WHITEHEAD,2009,1.1777791610464936
WHITEHEAD,2010,0.9046991745057757
WHITEHEAD,2011,0.779015847682969
WHITEMOUTH,1996,1.145876291516292
WHITEMOUTH,1997,1.1637883046105846
WHITEMOUTH,1998,0.8351922008759645
WHITEMOUTH,1999,1.013103508245699
WHITEMOUTH,2000,0.8080066903497003
WHITEMOUTH,2001,0.5429471744915279
WHITEMOUTH,2002,0.6118693476533471
WHITEMOUTH,2003,1.2517885286161958
WHITEMOUTH,2004,0.9718053621913465
WHITEMOUTH,2005,0.36693006112453674
WHITEMOUTH,2006,1.385762984110869
WHITEMOUTH,2007,0.7963584400948706
WHITEMOUTH,2008,1.1149624034527112
WHITEMOUTH,2009,0.7590161376380616
WHITEMOUTH,2010,0.5635634986540836
WHITEMOUTH,2011,0.9577094343998178
WINNIPEG,1996,1.0128711836791666
WINNIPEG,1997,0.9897403146415445
WINNIPEG,1998,1.0325187451004745
WINNIPEG,1999,1.2801422977317356
WINNIPEG,2000,0.6795590733439354
WINNIPEG,2001,0.35915140869592854
WINNIPEG,2002,0.6699500396288046
WINNIPEG,2003,1.5648669644009372
WINNIPEG,2004,0.9371410309532467
WINNIPEG,2005,0.17909924051330606
WINNIPEG,2006,1.0705321818168925
WINNIPEG,2007,0.9738262742639463
WINNIPEG,2008,1.0754340429953284
WINNIPEG,2009,0.664144038750027
WINNIPEG,2010,0.6603889247471897
WINNIPEG,2011,0.8064167791851329
WOODLANDS,1996,1.1629397691291972
WOODLANDS,1997,1.018700334225177
WOODLANDS,1998,1.095989326195202
WOODLANDS,1999,1.3088089871152433
WOODLANDS,2000,1.1635601264396014
WOODLANDS,2001,0.8814949738352931
WOODLANDS,2002,1.1883184014643344
WOODLANDS,2003,1.3766738628297728
WOODLANDS,2004,1.5066357447338463
WOODLANDS,2005,0.5989452828357509
WOODLANDS,2006,1.2007122981656928
WOODLANDS,2007,1.4229833466147088
WOODLANDS,2008,1.4565010669273515
WOODLANDS,2009,1.642546258569952
WOODLANDS,2010,1.0855654306868945
WOODLANDS,2011,0.8130241309021906
YELLOWHEAD,1996,1.022509864785388
YELLOWHEAD,1997,0.8192504904195516
YELLOWHEAD,1998,1.0168192914652403
YELLOWHEAD,1999,1.0101078779794515
YELLOWHEAD,2000,1.018668698278698
YELLOWHEAD,2001,0.9486878174903114
YELLOWHEAD,2002,1.0566439671570402
YELLOWHEAD,2003,1.1079916922549926
YELLOWHEAD,2004,0.8942211498233789
YELLOWHEAD,2005,0.9805522662332491
YELLOWHEAD,2006,1.1910799569995119
YELLOWHEAD,2007,1.0175632716977787
YELLOWHEAD,2008,1.2998383750092193
YELLOWHEAD,2009,1.2608907241841123
YELLOWHEAD,2010,1.1573082017661809
YELLOWHEAD,2011,1.0299119955702034
