Year,Municipality,Crop,Variety,Farms,Acres,Yield/Acre,t,i,Latitude,Longitude
2006,ROCKWOOD,OATS,CDC DANCER (OT373),16,4014.0,1.554,11,68,,
2006,ROCKWOOD,OATS,FURLONG (OT2009),11,1063.0,1.649,11,68,,
2006,ROCKWOOD,OATS,RONALD (OT296),23,4105.0,1.191,11,68,,
2006,ROCKWOOD,RED SPRING WHEAT,AC BARRIE (BW 661),54,12823.0,1.28,11,68,,
2006,ROCKWOOD,RED SPRING WHEAT,AC DOMAIN (BW 148),4,996.0,1.06,11,68,,
2006,ROCKWOOD,RED SPRING WHEAT,SUPERB (BW252),6,1061.0,1.2,11,68,,
2006,ROCKWOOD,RED SPRING WHEAT,5601HR (BW256),14,3367.0,1.268,11,68,,
2006,ROCKWOOD,SOYBEANS,DKB005-51 (RT),6,727.0,0.657,11,68,,
2006,ROCKWOOD,SOYBEANS,NSC 230 RR <NORTSTAR> |PR22121RR| (RT),4,773.0,0.595,11,68,,
2006,ROCKWOOD,SOYBEANS,TH 23005RR <THUNDER> |3005RR| (RT),3,1143.0,0.433,11,68,,
2006,ROCKWOOD,SOYBEANS,90A01 <PIONEER> |OTROO-15|,4,833.0,0.737,11,68,,
2006,ROCKWOOD,WHITE PEA BEANS,ENVOY,3,654.0,0.824,11,68,,
2006,ROCKWOOD,WINTER WHEAT,CDC FALCON,6,650.0,1.754,11,68,,
2006,ROLAND,ARGENTINE CANOLA,IMC 209 RR (CNR604)(RT),6,1330.0,0.71,11,69,,
2006,ROLAND,ARGENTINE CANOLA,NEX 830 CL (NQC02CNX21) (ST),10,1396.0,0.897,11,69,,
2006,ROLAND,ARGENTINE CANOLA,1841 (RT),5,583.0,0.833,11,69,,
2006,ROLAND,ARGENTINE CANOLA,35-85 <MONSANTO> (RT),3,635.0,0.841,11,69,,
2006,ROLAND,ARGENTINE CANOLA,45H21 <PIONEER> (RT),7,904.0,0.862,11,69,,
2006,ROLAND,ARGENTINE CANOLA,45H24 <PIONEER> (RT),3,590.0,0.86,11,69,,
2006,ROLAND,ARGENTINE CANOLA,5020 <INVIGOR> |RHY01/597| (LT),6,1540.0,0.97,11,69,,
2006,ROLAND,ARGENTINE CANOLA,5070 <INVIGOR> |RHY01-1997| (LT),16,2331.0,0.977,11,69,,
2006,ROLAND,BARLEY,CONLON,6,734.0,1.96,11,69,,
2006,ROLAND,BLACK BEANS,T39,13,1518.0,0.67,11,69,,
2006,ROLAND,FLAX,CDC BETHUNE (FP1026),8,1535.0,0.591,11,69,,
2006,ROLAND,FLAX,HANLEY,4,698.0,0.582,11,69,,
2006,ROLAND,FLAX,LIGHTNING (FP 1069),10,1963.0,0.695,11,69,,
2006,ROLAND,GRAIN CORN,DEKALB DKC26-78 (RT),7,691.0,2.715,11,69,,
2006,ROLAND,GRAIN CORN,DEKALB DKC26-79 (RT)(BT),9,762.0,2.863,11,69,,
2006,ROLAND,GRAIN CORN,PIONEER 39F59,11,615.0,2.893,11,69,,
2006,ROLAND,GRAIN CORN,39M27 <PIONEER> (BT),23,4746.0,2.788,11,69,,
2006,ROLAND,HARD WHITE WHEAT,KANATA (AC IVORY),3,548.0,1.395,11,69,,
2006,ROLAND,HARD WHITE WHEAT,SNOWBIRD,6,1102.0,1.386,11,69,,
2006,ROLAND,NON-OIL SUNFLOWERS,6946 <SEEDS2000>,11,1950.0,1.122,11,69,,
2006,ROLAND,OATS,AC ASSINIBOIA (OT 275),9,1596.0,1.483,11,69,,
2006,ROLAND,OATS,FURLONG (OT2009),12,2008.0,1.717,11,69,,
2006,ROLAND,OATS,RONALD (OT296),13,3201.0,1.478,11,69,,
2006,ROLAND,OTH DRY EDIBLE BEANS,FLOYD,3,595.0,0.697,11,69,,
2006,ROLAND,PINTO BEANS,AC PINTOBA (HR 55),10,1839.0,0.686,11,69,,
2006,ROLAND,PINTO BEANS,MAVERICK,8,1013.0,0.689,11,69,,
2006,ROLAND,RAPESEED,MILLENNIUM 03,6,1032.0,0.864,11,69,,
2006,ROLAND,RED SPRING WHEAT,AC BARRIE (BW 661),40,13310.0,1.524,11,69,,
2006,ROLAND,RED SPRING WHEAT,AC DOMAIN (BW 148),45,12077.0,1.584,11,69,,
2006,ROLAND,RED SPRING WHEAT,AC MAJESTIC (BW 173),5,1378.0,1.557,11,69,,
2006,ROLAND,RED SPRING WHEAT,SUPERB (BW252),10,1975.0,1.613,11,69,,
2006,ROLAND,RED SPRING WHEAT,5601HR (BW256),9,1654.0,1.378,11,69,,
2006,ROLAND,SOYBEANS,LS 0045RR <LEGEND> |X0045RR| (RT),8,3360.0,0.787,11,69,,
2006,ROLAND,SOYBEANS,OAC PRUDENCE <SECAN>|OAC 97-23|,16,3147.0,0.668,11,69,,
2006,ROLAND,SOYBEANS,TH 23005RR <THUNDER> |3005RR| (RT),5,640.0,0.768,11,69,,
2006,ROLAND,SOYBEANS,25-02R (SN83541 USA) (RT),14,2726.0,0.898,11,69,,
2006,ROLAND,SOYBEANS,90A01 <PIONEER> |OTROO-15|,7,1029.0,0.735,11,69,,
2006,ROLAND,SOYBEANS,90A07 <PIONEER>,10,2363.0,0.817,11,69,,
2006,ROLAND,SOYBEANS,90B11 <PIONEER> (RT),17,3751.0,0.712,11,69,,
2006,ROLAND,SOYBEANS,90M01 <PIONEER> |PH0502| (RT),16,1372.0,0.898,11,69,,
2006,ROLAND,WHITE PEA BEANS,AC CRUISER (HR-93),3,1015.0,0.631,11,69,,
2006,ROLAND,WINTER WHEAT,CDC FALCON,7,1687.0,2.076,11,69,,
2006,ROSEDALE,ALFALFA,NO VAR,7,599.0,1.675,11,70,,
2006,ROSEDALE,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),15,1060.0,1.503,11,70,,
2006,ROSEDALE,ALFALFA/GRASS MIX.,NO VAR (VARIETY TYPE UNKNOWN),11,821.0,2.254,11,70,,
2006,ROSEDALE,ARGENTINE CANOLA,INVIGOR 2663 (PHS98-639)(LT),7,1501.0,0.736,11,70,,
2006,ROSEDALE,ARGENTINE CANOLA,NEX 830 CL (NQC02CNX21) (ST),9,2602.0,0.872,11,70,,
2006,ROSEDALE,ARGENTINE CANOLA,2573 <INVIGOR> |PHS98-640| (LT),5,1040.0,0.992,11,70,,
2006,ROSEDALE,ARGENTINE CANOLA,5020 <INVIGOR> |RHY01/597| (LT),6,1092.0,0.878,11,70,,
2006,ROSEDALE,ARGENTINE CANOLA,5030 <INVIGOR> |RHY01-403| (LT),13,3504.0,0.869,11,70,,
2006,ROSEDALE,ARGENTINE CANOLA,5070 <INVIGOR> |RHY01-1997| (LT),17,5249.0,0.882,11,70,,
2006,ROSEDALE,ARGENTINE CANOLA,71-45RR (Z2409) (RT),5,608.0,0.915,11,70,,
2006,ROSEDALE,BARLEY,AC METCALFE (TR 232),5,602.0,1.119,11,70,,
2006,ROSEDALE,BARLEY,CDC KENDALL (TR133),4,555.0,1.492,11,70,,
2006,ROSEDALE,BARLEY,CONLON,8,1871.0,1.922,11,70,,
2006,ROSEDALE,BARLEY,LEGACY (BT950),5,1074.0,1.647,11,70,,
2006,ROSEDALE,BARLEY,NEWDALE (TR258),6,1698.0,1.625,11,70,,
2006,ROSEDALE,FLAX,CDC BETHUNE (FP1026),4,770.0,0.74,11,70,,
2006,ROSEDALE,FLAX,HANLEY,3,840.0,0.673,11,70,,
2006,ROSEDALE,OATS,AC ASSINIBOIA (OT 275),9,576.0,0.883,11,70,,
2006,ROSEDALE,OATS,TRIPLE CROWN (OT 541),6,1678.0,1.784,11,70,,
2006,ROSEDALE,RED SPRING WHEAT,AC BARRIE (BW 661),24,6910.0,1.157,11,70,,
2006,ROSEDALE,RED SPRING WHEAT,AC CORA (BW 152),4,526.0,1.164,11,70,,
2006,ROSEDALE,RED SPRING WHEAT,AC INTREPID (BW 693),4,645.0,1.243,11,70,,
2006,ROSEDALE,RED SPRING WHEAT,CDC IMAGINE (BW758)(IMI),5,987.0,1.178,11,70,,
2006,ROSEDALE,RED SPRING WHEAT,CDC TEAL (BW 616),4,3704.0,1.0,11,70,,
2006,ROSEDALE,RED SPRING WHEAT,MCKENZIE (BW 205),8,1513.0,1.312,11,70,,
2006,ROSEDALE,RED SPRING WHEAT,SUPERB (BW252),16,4423.0,1.434,11,70,,
2006,ROSEDALE,SILAGE CORN,DEKALB DKC27-12 (RT),7,570.0,12.24,11,70,,
2006,ROSEDALE,WINTER WHEAT,CDC FALCON,4,1505.0,1.805,11,70,,
2006,ROSSBURN,ALFALFA,ALGONQUIN,9,930.0,1.651,11,71,,
2006,ROSSBURN,ALFALFA,NO VAR,21,2090.0,1.337,11,71,,
2006,ROSSBURN,ALFALFA/GRASS MIX.,NO VAR (ALF & MEADOW BROME),18,1393.0,1.108,11,71,,
2006,ROSSBURN,ALFALFA/GRASS MIX.,NO VAR (ALF & TIM),4,715.0,1.189,11,71,,
2006,ROSSBURN,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),22,1795.0,1.338,11,71,,
2006,ROSSBURN,ALFALFA/GRASS MIX.,NO VAR (VARIETY TYPE UNKNOWN),8,704.0,1.508,11,71,,
2006,ROSSBURN,ARGENTINE CANOLA,VICTORY V1031 (CNH1604R)(RT),5,1240.0,0.935,11,71,,
2006,ROSSBURN,ARGENTINE CANOLA,45H21 <PIONEER> (RT),5,1115.0,0.915,11,71,,
2006,ROSSBURN,ARGENTINE CANOLA,46A76 <PIONEER> |NS2804| (ST),4,752.0,0.602,11,71,,
2006,ROSSBURN,ARGENTINE CANOLA,5020 <INVIGOR> |RHY01/597| (LT),4,1689.0,0.734,11,71,,
2006,ROSSBURN,ARGENTINE CANOLA,5030 <INVIGOR> |RHY01-403| (LT),4,567.0,0.966,11,71,,
2006,ROSSBURN,ARGENTINE CANOLA,5070 <INVIGOR> |RHY01-1997| (LT),9,2407.0,0.855,11,71,,
2006,ROSSBURN,ARGENTINE CANOLA,"71-20CL (AV9618,618CL)(ST)",5,963.0,0.81,11,71,,
2006,ROSSBURN,ARGENTINE CANOLA,71-45RR (Z2409) (RT),3,825.0,1.023,11,71,,
2006,ROSSBURN,ARGENTINE CANOLA,811RR (5610.99) (RT),6,677.0,0.732,11,71,,
2006,ROSSBURN,ARGENTINE CANOLA,9550 <MONSANTO> |PR6336| (RT),4,554.0,0.847,11,71,,
2006,ROSSBURN,BARLEY,AC METCALFE (TR 232),10,1591.0,1.406,11,71,,
2006,ROSSBURN,BARLEY,EXCEL (M52),7,945.0,1.626,11,71,,
2006,ROSSBURN,FLAX,CDC BETHUNE (FP1026),4,677.0,0.668,11,71,,
2006,ROSSBURN,HARD WHITE WHEAT,SNOWBIRD,3,767.0,1.259,11,71,,
2006,ROSSBURN,OATS,DERBY,3,812.0,0.572,11,71,,
2006,ROSSBURN,OATS,FURLONG (OT2009),6,1023.0,1.347,11,71,,
2006,ROSSBURN,OATS,PINNACLE,19,2168.0,1.141,11,71,,
2006,ROSSBURN,OATS,TRIPLE CROWN (OT 541),14,2337.0,1.351,11,71,,
2006,ROSSBURN,RED SPRING WHEAT,AC BARRIE (BW 661),19,6382.0,1.141,11,71,,
2006,ROSSBURN,RED SPRING WHEAT,AC ELSA (BW 685),5,1085.0,1.214,11,71,,
2006,ROSSBURN,RED SPRING WHEAT,AC INTREPID (BW 693),10,1768.0,1.106,11,71,,
2006,ROSSBURN,RED SPRING WHEAT,SUPERB (BW252),6,1066.0,1.227,11,71,,
2006,ROSSER,ARGENTINE CANOLA,NEX 830 CL (NQC02CNX21) (ST),7,1178.0,0.476,11,72,,
2006,ROSSER,ARGENTINE CANOLA,45H25 <PIONEER> (RT),3,595.0,0.472,11,72,,
2006,ROSSER,ARGENTINE CANOLA,5020 <INVIGOR> |RHY01/597| (LT),15,3258.0,0.701,11,72,,
2006,ROSSER,ARGENTINE CANOLA,5030 <INVIGOR> |RHY01-403| (LT),6,1269.0,0.748,11,72,,
2006,ROSSER,ARGENTINE CANOLA,5070 <INVIGOR> |RHY01-1997| (LT),9,2474.0,0.599,11,72,,
2006,ROSSER,BARLEY,AC METCALFE (TR 232),9,1216.0,1.109,11,72,,
2006,ROSSER,BARLEY,CONLON,5,1893.0,1.424,11,72,,
2006,ROSSER,BARLEY,NEWDALE (TR258),5,660.0,1.074,11,72,,
2006,ROSSER,BARLEY,ROBUST,5,840.0,1.145,11,72,,
2006,ROSSER,FIELD PEAS,MILLENNIUM (M96492),3,510.0,1.111,11,72,,
2006,ROSSER,FIELD PEAS,4010 (MAGDA),6,1051.0,0.87,11,72,,
2006,ROSSER,GREENFEED,BARLEY,4,1038.0,2.015,11,72,,
2006,ROSSER,HARD WHITE WHEAT,SNOWBIRD,23,7504.0,1.194,11,72,,
2006,ROSSER,NON-OIL SUNFLOWERS,DAHLGREN D-9532,3,618.0,0.798,11,72,,
2006,ROSSER,NON-OIL SUNFLOWERS,6946 <SEEDS2000>,7,3116.0,0.905,11,72,,
2006,ROSSER,OATS,AC ASSINIBOIA (OT 275),11,2190.0,0.903,11,72,,
2006,ROSSER,OATS,FURLONG (OT2009),7,1435.0,1.119,11,72,,
2006,ROSSER,OATS,LEGGETT (OT2021),4,693.0,0.942,11,72,,
2006,ROSSER,OATS,PINNACLE,8,1430.0,1.228,11,72,,
2006,ROSSER,OATS,RONALD (OT296),19,3260.0,1.173,11,72,,
2006,ROSSER,RED SPRING WHEAT,AC BARRIE (BW 661),34,8137.0,1.071,11,72,,
2006,ROSSER,SOYBEANS,NSC 230 RR <NORTSTAR> |PR22121RR| (RT),7,1620.0,0.447,11,72,,
2006,ROSSER,SOYBEANS,OAC PRUDENCE <SECAN>|OAC 97-23|,5,748.0,0.479,11,72,,
2006,ROSSER,SOYBEANS,RR REGIS (PR33122RR)(RT),3,520.0,0.71,11,72,,
2006,ROSSER,SOYBEANS,TH 23005RR <THUNDER> |3005RR| (RT),4,586.0,0.564,11,72,,
2006,ROSSER,WINTER WHEAT,CDC FALCON,24,7485.0,1.77,11,72,,
2006,RUSSELL-BINSCARTH,ALFALFA,NO VAR,11,793.0,1.948,11,73,,
2006,RUSSELL-BINSCARTH,ALFALFA/GRASS MIX.,NO VAR (ALF & MEADOW BROME),12,904.0,1.361,11,73,,
2006,RUSSELL-BINSCARTH,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),9,834.0,1.275,11,73,,
2006,RUSSELL-BINSCARTH,ARGENTINE CANOLA,34-55(DKL) (RT),5,785.0,0.879,11,73,,
2006,RUSSELL-BINSCARTH,ARGENTINE CANOLA,45H21 <PIONEER> (RT),7,1696.0,0.87,11,73,,
2006,RUSSELL-BINSCARTH,ARGENTINE CANOLA,5070 <INVIGOR> |RHY01-1997| (LT),14,8095.0,0.891,11,73,,
2006,RUSSELL-BINSCARTH,BARLEY,AC METCALFE (TR 232),16,2310.0,1.317,11,73,,
2006,RUSSELL-BINSCARTH,GRASSES,NO VAR,7,518.0,0.899,11,73,,
2006,RUSSELL-BINSCARTH,GRASSES,NO VAR (TIMOTHY),3,2473.0,2.231,11,73,,
2006,RUSSELL-BINSCARTH,HARD WHITE WHEAT,SNOWBIRD,5,1260.0,1.071,11,73,,
2006,RUSSELL-BINSCARTH,OATS,PINNACLE,4,573.0,1.368,11,73,,
2006,RUSSELL-BINSCARTH,RED SPRING WHEAT,AC BARRIE (BW 661),20,5046.0,1.151,11,73,,
2006,RUSSELL-BINSCARTH,RED SPRING WHEAT,AC DOMAIN (BW 148),13,4317.0,1.148,11,73,,
2006,RUSSELL-BINSCARTH,RED SPRING WHEAT,AC ELSA (BW 685),3,1548.0,1.405,11,73,,
2006,RUSSELL-BINSCARTH,RED SPRING WHEAT,CDC TEAL (BW 616),6,1218.0,1.14,11,73,,
2006,RUSSELL-BINSCARTH,RED SPRING WHEAT,SUPERB (BW252),8,3015.0,1.089,11,73,,
2006,RUSSELL-BINSCARTH,RED SPRING WHEAT,5400IP (BW295),4,1115.0,1.255,11,73,,
2006,RUSSELL-BINSCARTH,RED SPRING WHEAT,5602HR (BW297),3,677.0,1.267,11,73,,
2006,SIFTON,ALFALFA,NO VAR,14,1339.0,0.75,11,74,,
2006,SIFTON,FALL RYE,PRIMA,7,999.0,0.924,11,74,,
2006,SIFTON,FLAX,CDC BETHUNE (FP1026),8,1580.0,0.488,11,74,,
2006,SIFTON,GREENFEED,MILLET,7,574.6,1.388,11,74,,
2006,SIFTON,NON-OIL SUNFLOWERS,6946 <SEEDS2000>,3,629.0,0.644,11,74,,
2006,SIFTON,OATS,PINNACLE,6,540.0,0.777,11,74,,
2006,SIFTON,RED SPRING WHEAT,AC BARRIE (BW 661),4,547.0,0.808,11,74,,
2006,SIFTON,RED SPRING WHEAT,AC CORA (BW 152),3,1088.0,0.914,11,74,,
2006,SIFTON,RED SPRING WHEAT,SUPERB (BW252),3,743.0,1.022,11,74,,
2006,SOURIS-GLENWOOD,ALFALFA,NO VAR,13,983.0,1.436,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),10,766.0,1.329,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,ALFALFA/GRASS MIX.,NO VAR (VARIETY TYPE UNKNOWN),6,1052.0,0.985,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,ARGENTINE CANOLA,SP BANNER (NR98-6279)(RT),5,693.0,0.606,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,ARGENTINE CANOLA,SW GLADIATORR (SWC5034RR)(RT),9,2942.0,0.716,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,ARGENTINE CANOLA,5020 <INVIGOR> |RHY01/597| (LT),3,882.0,0.754,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,ARGENTINE CANOLA,5030 <INVIGOR> |RHY01-403| (LT),8,3755.0,0.935,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,ARGENTINE CANOLA,5070 <INVIGOR> |RHY01-1997| (LT),12,3263.0,0.834,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,BARLEY,AC ROSSER (BT 377),4,558.0,1.157,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,BARLEY,CONLON,4,837.0,1.574,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,BARLEY,LEGACY (BT950),4,868.0,1.474,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,BARLEY,NEWDALE (TR258),10,1825.0,1.559,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,FALL RYE,PRIMA,6,773.0,1.401,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,FIELD PEAS,ECLIPSE (CEB 1475),3,1462.0,1.283,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,FLAX,CDC BETHUNE (FP1026),12,2130.0,0.619,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,GREENFEED,MIXED GRAIN,5,568.0,1.774,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,HARD WHITE WHEAT,SNOWBIRD,7,1304.0,1.077,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,NON-OIL SUNFLOWERS,INTERSTATE IS 8048,4,667.0,0.717,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,NON-OIL SUNFLOWERS,6946 <SEEDS2000>,7,5742.0,0.699,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,OATS,PINNACLE,8,755.0,1.176,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,OATS,RONALD (OT296),8,812.0,0.964,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,RED SPRING WHEAT,AC BARRIE (BW 661),45,22242.0,1.044,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,RED SPRING WHEAT,AC CORA (BW 152),7,1516.0,1.067,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,RED SPRING WHEAT,AC DOMAIN (BW 148),3,1225.0,1.348,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,RED SPRING WHEAT,CDC IMAGINE (BW758)(IMI),6,1628.0,1.143,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,RED SPRING WHEAT,MCKENZIE (BW 205),3,620.0,0.871,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,RED SPRING WHEAT,SUPERB (BW252),3,575.0,1.349,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,SILAGE CORN,TH 2146 RR <THUNDER> (RT),5,1296.0,14.34,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,WINTER WHEAT,CDC BUTEO (S96-33),5,770.0,1.62,11,75,49.6191,-100.2587
2006,SOURIS-GLENWOOD,WINTER WHEAT,CDC FALCON,3,706.0,1.863,11,75,49.6191,-100.2587
2006,SPRINGFIELD,ALFALFA,NO VAR,13,907.0,2.104,11,76,,
2006,SPRINGFIELD,ALFALFA/GRASS MIX.,NO VAR (VARIETY TYPE UNKNOWN),11,519.0,2.487,11,76,,
2006,SPRINGFIELD,ARGENTINE CANOLA,NEX 830 CL (NQC02CNX21) (ST),7,1615.0,0.646,11,76,,
2006,SPRINGFIELD,ARGENTINE CANOLA,2573 <INVIGOR> |PHS98-640| (LT),3,568.0,0.544,11,76,,
2006,SPRINGFIELD,ARGENTINE CANOLA,45H25 <PIONEER> (RT),4,825.0,0.652,11,76,,
2006,SPRINGFIELD,ARGENTINE CANOLA,5020 <INVIGOR> |RHY01/597| (LT),28,4793.0,0.7,11,76,,
2006,SPRINGFIELD,ARGENTINE CANOLA,5030 <INVIGOR> |RHY01-403| (LT),13,3732.0,0.72,11,76,,
2006,SPRINGFIELD,ARGENTINE CANOLA,5070 <INVIGOR> |RHY01-1997| (LT),21,5197.0,0.753,11,76,,
2006,SPRINGFIELD,BARLEY,CONLON,7,2053.0,1.847,11,76,,
2006,SPRINGFIELD,BARLEY,ROBUST,10,1763.0,1.449,11,76,,
2006,SPRINGFIELD,FEED WHEAT,ALSEN,3,790.0,1.399,11,76,,
2006,SPRINGFIELD,FLAX,CDC BETHUNE (FP1026),19,1787.0,0.47,11,76,,
2006,SPRINGFIELD,GRAIN CORN,PIONEER 39T67 (RT),6,705.0,2.469,11,76,,
2006,SPRINGFIELD,HARD WHITE WHEAT,SNOWBIRD,13,2547.0,1.478,11,76,,
2006,SPRINGFIELD,NON-OIL SUNFLOWERS,6946 <SEEDS2000>,9,2367.0,1.004,11,76,,
2006,SPRINGFIELD,OATS,AC ASSINIBOIA (OT 275),20,2779.0,1.1,11,76,,
2006,SPRINGFIELD,OATS,RONALD (OT296),47,10861.0,1.412,11,76,,
2006,SPRINGFIELD,OATS,TRIPLE CROWN (OT 541),7,1420.0,1.581,11,76,,
2006,SPRINGFIELD,RED SPRING WHEAT,AC BARRIE (BW 661),55,11816.0,1.269,11,76,,
2006,SPRINGFIELD,RED SPRING WHEAT,AC DOMAIN (BW 148),6,1089.0,1.559,11,76,,
2006,SPRINGFIELD,RED SPRING WHEAT,SUPERB (BW252),8,1597.0,1.465,11,76,,
2006,SPRINGFIELD,SOYBEANS,NSC 2007 (RT),11,2981.0,0.924,11,76,,
2006,SPRINGFIELD,SOYBEANS,NSC 230 RR <NORTSTAR> |PR22121RR| (RT),5,800.0,0.878,11,76,,
2006,SPRINGFIELD,SOYBEANS,RR ROSCO <HYLAND> |PR31805RR| (RT),4,732.0,1.08,11,76,,
2006,SPRINGFIELD,SOYBEANS,TH 23005RR <THUNDER> |3005RR| (RT),11,1903.0,0.777,11,76,,
2006,SPRINGFIELD,SOYBEANS,24-51R <MONSANTO> (RT),6,627.0,0.92,11,76,,
2006,SPRINGFIELD,SOYBEANS,90M01 <PIONEER> |PH0502| (RT),5,910.0,1.189,11,76,,
2006,SPRINGFIELD,WINTER WHEAT,CDC FALCON,20,7011.0,2.119,11,76,,
2006,ST. ANDREWS,ALFALFA,NO VAR,4,1095.0,1.573,11,77,,
2006,ST. ANDREWS,ALFALFA/GRASS MIX.,NO VAR (ALF & TIM),6,695.0,1.427,11,77,,
2006,ST. ANDREWS,ARGENTINE CANOLA,IMC 209 RR (CNR604)(RT),5,1627.0,0.626,11,77,,
2006,ST. ANDREWS,ARGENTINE CANOLA,INVIGOR 2663 (PHS98-639)(LT),4,1735.0,0.62,11,77,,
2006,ST. ANDREWS,ARGENTINE CANOLA,NEX 830 CL (NQC02CNX21) (ST),5,1346.0,0.499,11,77,,
2006,ST. ANDREWS,ARGENTINE CANOLA,SP BANNER (NR98-6279)(RT),5,760.0,0.635,11,77,,
2006,ST. ANDREWS,ARGENTINE CANOLA,1818 <CANTERRA> |PR6382| (RT),4,698.0,0.526,11,77,,
2006,ST. ANDREWS,ARGENTINE CANOLA,34-55(DKL) (RT),6,1635.0,0.602,11,77,,
2006,ST. ANDREWS,ARGENTINE CANOLA,34-65 (RT),3,708.0,0.663,11,77,,
2006,ST. ANDREWS,ARGENTINE CANOLA,45H21 <PIONEER> (RT),4,1386.0,0.822,11,77,,
2006,ST. ANDREWS,ARGENTINE CANOLA,5020 <INVIGOR> |RHY01/597| (LT),15,3329.0,0.767,11,77,,
2006,ST. ANDREWS,ARGENTINE CANOLA,5030 <INVIGOR> |RHY01-403| (LT),5,1710.0,0.891,11,77,,
2006,ST. ANDREWS,ARGENTINE CANOLA,5070 <INVIGOR> |RHY01-1997| (LT),7,1152.0,0.794,11,77,,
2006,ST. ANDREWS,ARGENTINE CANOLA,9550 <MONSANTO> |PR6336| (RT),6,798.0,0.593,11,77,,
2006,ST. ANDREWS,BARLEY,AC METCALFE (TR 232),7,802.0,0.976,11,77,,
2006,ST. ANDREWS,BARLEY,CONLON,5,1920.0,1.844,11,77,,
2006,ST. ANDREWS,BARLEY,NEWDALE (TR258),8,2098.0,1.623,11,77,,
2006,ST. ANDREWS,BARLEY,ROBUST,6,835.0,1.244,11,77,,
2006,ST. ANDREWS,FEED WHEAT,ALSEN,4,1973.0,2.054,11,77,,
2006,ST. ANDREWS,FLAX,CDC BETHUNE (FP1026),7,667.0,0.313,11,77,,
2006,ST. ANDREWS,FLAX,HANLEY,3,1172.0,0.517,11,77,,
2006,ST. ANDREWS,FLAX,TAURUS (FP1092),7,1724.0,0.478,11,77,,
2006,ST. ANDREWS,HARD WHITE WHEAT,SNOWBIRD,9,2902.0,0.798,11,77,,
2006,ST. ANDREWS,OATS,AC ASSINIBOIA (OT 275),17,3367.0,1.154,11,77,,
2006,ST. ANDREWS,OATS,FURLONG (OT2009),4,861.0,1.537,11,77,,
2006,ST. ANDREWS,OATS,RONALD (OT296),26,5625.0,1.32,11,77,,
2006,ST. ANDREWS,RED SPRING WHEAT,AC BARRIE (BW 661),46,12942.0,1.082,11,77,,
2006,ST. ANDREWS,RED SPRING WHEAT,MCKENZIE (BW 205),4,1517.0,1.224,11,77,,
2006,ST. ANDREWS,RED SPRING WHEAT,SUPERB (BW252),8,1384.0,1.259,11,77,,
2006,ST. ANDREWS,RED SPRING WHEAT,5601HR (BW256),19,5542.0,1.317,11,77,,
2006,ST. ANDREWS,RED SPRING WHEAT,5602HR (BW297),4,650.0,1.451,11,77,,
2006,ST. ANDREWS,WINTER WHEAT,CDC FALCON,12,3145.0,1.601,11,77,,
2006,ST. CLEMENTS,ALFALFA,NO VAR,10,650.0,1.732,11,78,,
2006,ST. CLEMENTS,ARGENTINE CANOLA,45H21 <PIONEER> (RT),4,588.0,0.633,11,78,,
2006,ST. CLEMENTS,ARGENTINE CANOLA,5020 <INVIGOR> |RHY01/597| (LT),19,3438.0,0.875,11,78,,
2006,ST. CLEMENTS,ARGENTINE CANOLA,5030 <INVIGOR> |RHY01-403| (LT),4,658.0,0.979,11,78,,
2006,ST. CLEMENTS,BARLEY,CONLON,4,1440.0,1.996,11,78,,
