Municipality,Date/Time,Year,Month,Day,Max_Temp,Min_Temp,Mean_Temp,HDD,CDD,Total Rain (mm),Total Snow,Ptol
NORTH CYPRESS-LANGFORD,4/27/08,2008,4,27,7,-3.5,1.75,16.2,0,0,0,0
NORTH CYPRESS-LANGFORD,4/28/08,2008,4,28,11,-5.5,2.75,15.2,0,0,0,0
NORTH CYPRESS-LANGFORD,4/29/08,2008,4,29,17,0,8.5,9.5,0,0,0,0
NORTH CYPRESS-LANGFORD,4/30/08,2008,4,30,16,2,9,9,0,0,0,0
NORTH CYPRESS-LANGFORD,5/1/08,2008,5,1,13.5,4.5,9,9,0,0,0,0
NORTH CYPRESS-LANGFORD,5/2/08,2008,5,2,10.5,-3,3.75,14.2,0,0,0,0
NORTH CYPRESS-LANGFORD,5/3/08,2008,5,3,14.5,-9,2.75,15.2,0,0,0,0
NORTH CYPRESS-LANGFORD,5/4/08,2008,5,4,10,-4,3,15,0,0,0,0
NORTH CYPRESS-LANGFORD,5/5/08,2008,5,5,18,-4,7,11,0,0,0,0
NORTH CYPRESS-LANGFORD,5/6/08,2008,5,6,17,1,9,9,0,0,0,0
NORTH CYPRESS-LANGFORD,5/7/08,2008,5,7,14,1,7.5,10.5,0,0,0,0
NORTH CYPRESS-LANGFORD,5/8/08,2008,5,8,15.5,-3.5,6,12,0,0,0,0
NORTH CYPRESS-LANGFORD,5/9/08,2008,5,9,10,-2,4,14,0,0,0,0
NORTH CYPRESS-LANGFORD,5/10/08,2008,5,10,12,-1,5.5,12.5,0,0,0,0
NORTH CYPRESS-LANGFORD,5/11/08,2008,5,11,19,-2.5,8.25,9.7,0,4.2,0,4.2
NORTH CYPRESS-LANGFORD,5/12/08,2008,5,12,7.5,5.5,6.5,11.5,0,10.4,0,10.4
NORTH CYPRESS-LANGFORD,5/13/08,2008,5,13,15,3.5,9.25,8.7,0,0.6,0,0.6
NORTH CYPRESS-LANGFORD,5/14/08,2008,5,14,19.5,2,10.75,7.2,0,0,0,0
NORTH CYPRESS-LANGFORD,5/15/08,2008,5,15,21,3.5,12.25,5.7,0,0,0,0
NORTH CYPRESS-LANGFORD,5/16/08,2008,5,16,26,7.5,16.75,1.2,0,0,0,0
NORTH CYPRESS-LANGFORD,5/17/08,2008,5,17,21,4,12.5,5.5,0,0,0,0
NORTH CYPRESS-LANGFORD,5/18/08,2008,5,18,20,-1,9.5,8.5,0,5,0,5
NORTH CYPRESS-LANGFORD,5/19/08,2008,5,19,11,7,9,9,0,0.4,0,0.4
NORTH CYPRESS-LANGFORD,5/20/08,2008,5,20,16,-2,7,11,0,0,0,0
NORTH CYPRESS-LANGFORD,5/21/08,2008,5,21,18.5,-2.5,8,10,0,0,0,0
NORTH CYPRESS-LANGFORD,5/22/08,2008,5,22,18.5,3,10.75,7.2,0,0,0,0
NORTH CYPRESS-LANGFORD,5/23/08,2008,5,23,23,4.5,13.75,4.2,0,0,0,0
NORTH CYPRESS-LANGFORD,5/24/08,2008,5,24,25.5,6.5,16,2,0,4.4,0,4.4
NORTH CYPRESS-LANGFORD,5/25/08,2008,5,25,13,7.5,10.25,7.7,0,6,0,6
NORTH CYPRESS-LANGFORD,5/26/08,2008,5,26,13,3,8,10,0,0,0,0
NORTH CYPRESS-LANGFORD,5/27/08,2008,5,27,19.5,-2.5,8.5,9.5,0,0,0,0
NORTH CYPRESS-LANGFORD,5/28/08,2008,5,28,23,3.5,13.25,4.7,0,0,0,0
NORTH CYPRESS-LANGFORD,5/29/08,2008,5,29,19,6.5,12.75,5.2,0,4.4,0,4.4
NORTH CYPRESS-LANGFORD,5/30/08,2008,5,30,21,12,16.5,1.5,0,0,0,0
NORTH CYPRESS-LANGFORD,5/31/08,2008,5,31,24.5,10,17.25,0.7,0,0,0,0
NORTH CYPRESS-LANGFORD,6/1/08,2008,6,1,22,8.5,15.25,2.7,0,0,0,0
NORTH CYPRESS-LANGFORD,6/2/08,2008,6,2,20.5,2,11.25,6.7,0,0,0,0
NORTH CYPRESS-LANGFORD,6/3/08,2008,6,3,20,5.5,12.75,5.2,0,5.2,0,5.2
NORTH CYPRESS-LANGFORD,6/4/08,2008,6,4,18.5,8.5,13.5,4.5,0,0.2,0,0.2
NORTH CYPRESS-LANGFORD,6/5/08,2008,6,5,21.5,7.5,14.5,3.5,0,5.6,0,5.6
NORTH CYPRESS-LANGFORD,6/6/08,2008,6,6,11.5,10,10.75,7.2,0,20.2,0,20.2
NORTH CYPRESS-LANGFORD,6/7/08,2008,6,7,22.5,8,15.25,2.7,0,0,0,0
NORTH CYPRESS-LANGFORD,6/8/08,2008,6,8,25,5,15,3,0,21.2,0,21.2
NORTH CYPRESS-LANGFORD,6/9/08,2008,6,9,11.5,10.5,11,7,0,17.4,0,17.4
NORTH CYPRESS-LANGFORD,6/10/08,2008,6,10,17.5,9,13.25,4.7,0,0,0,0
NORTH CYPRESS-LANGFORD,6/11/08,2008,6,11,12,7.5,9.75,8.2,0,21.2,0,21.2
NORTH CYPRESS-LANGFORD,6/12/08,2008,6,12,20,8.5,14.25,3.7,0,0.4,0,0.4
NORTH CYPRESS-LANGFORD,6/13/08,2008,6,13,20,7,13.5,4.5,0,0.4,0,0.4
NORTH CYPRESS-LANGFORD,6/14/08,2008,6,14,20.5,8.5,14.5,3.5,0,2,0,2
NORTH CYPRESS-LANGFORD,6/15/08,2008,6,15,19,8,13.5,4.5,0,0,0,0
NORTH CYPRESS-LANGFORD,6/16/08,2008,6,16,24.5,6,15.25,2.7,0,0,0,0
NORTH CYPRESS-LANGFORD,6/17/08,2008,6,17,27.5,8.5,18,0,0,0,0,0
NORTH CYPRESS-LANGFORD,6/18/08,2008,6,18,27,13,20,0,2,12,0,12
NORTH CYPRESS-LANGFORD,6/19/08,2008,6,19,27,8.5,17.75,0.2,0,0.2,0,0.2
NORTH CYPRESS-LANGFORD,6/20/08,2008,6,20,24,9,16.5,1.5,0,0,0,0
NORTH CYPRESS-LANGFORD,6/21/08,2008,6,21,26.5,9,17.75,0.2,0,0.6,0,0.6
NORTH CYPRESS-LANGFORD,6/22/08,2008,6,22,27.5,8.5,18,0,0,0,0,0
NORTH CYPRESS-LANGFORD,6/23/08,2008,6,23,26.5,12,19.25,0,1.3,6.2,0,6.2
NORTH CYPRESS-LANGFORD,6/24/08,2008,6,24,27,10.5,18.75,0,0.8,0.4,0,0.4
NORTH CYPRESS-LANGFORD,6/25/08,2008,6,25,26.5,14,20.25,0,2.3,0,0,0
NORTH CYPRESS-LANGFORD,6/26/08,2008,6,26,26.5,12,19.25,0,1.3,0,0,0
NORTH CYPRESS-LANGFORD,6/27/08,2008,6,27,21,13.5,17.25,0.7,0,5.2,0,5.2
NORTH CYPRESS-LANGFORD,6/28/08,2008,6,28,25,12,18.5,0,0.5,0,0,0
NORTH CYPRESS-LANGFORD,6/29/08,2008,6,29,27.5,9.5,18.5,0,0.5,0,0,0
NORTH CYPRESS-LANGFORD,6/30/08,2008,6,30,31.5,12.5,22,0,4,0,0,0
NORTH CYPRESS-LANGFORD,7/1/08,2008,7,1,31.5,14,22.75,0,4.8,0,0,0
NORTH CYPRESS-LANGFORD,7/2/08,2008,7,2,22,11,16.5,1.5,0,0,0,0
NORTH CYPRESS-LANGFORD,7/3/08,2008,7,3,25.5,7,16.25,1.7,0,0,0,0
NORTH CYPRESS-LANGFORD,7/4/08,2008,7,4,29.5,13,21.25,0,3.3,0,0,0
NORTH CYPRESS-LANGFORD,7/5/08,2008,7,5,32,16,24,0,6,0,0,0
NORTH CYPRESS-LANGFORD,7/6/08,2008,7,6,22,16,19,0,1,6.8,0,6.8
NORTH CYPRESS-LANGFORD,7/7/08,2008,7,7,23.5,10.5,17,1,0,13,0,13
NORTH CYPRESS-LANGFORD,7/8/08,2008,7,8,22.5,11.5,17,1,0,0,0,0
NORTH CYPRESS-LANGFORD,7/9/08,2008,7,9,25,9,17,1,0,0,0,0
NORTH CYPRESS-LANGFORD,7/10/08,2008,7,10,25.5,13,19.25,0,1.3,7.6,0,7.6
NORTH CYPRESS-LANGFORD,7/11/08,2008,7,11,23,16,19.5,0,1.5,0,0,0
NORTH CYPRESS-LANGFORD,7/12/08,2008,7,12,17,13,15,3,0,2.2,0,2.2
NORTH CYPRESS-LANGFORD,7/13/08,2008,7,13,26,14,20,0,2,0,0,0
NORTH CYPRESS-LANGFORD,7/14/08,2008,7,14,26,11.5,18.75,0,0.8,0,0,0
NORTH CYPRESS-LANGFORD,7/15/08,2008,7,15,25,10,17.5,0.5,0,0,0,0
NORTH CYPRESS-LANGFORD,7/16/08,2008,7,16,23.5,11,17.25,0.7,0,0,0,0
NORTH CYPRESS-LANGFORD,7/17/08,2008,7,17,23.5,12,17.75,0.2,0,0.6,0,0.6
NORTH CYPRESS-LANGFORD,7/18/08,2008,7,18,26,8,17,1,0,11.2,0,11.2
NORTH CYPRESS-LANGFORD,7/19/08,2008,7,19,25.5,14.5,20,0,2,7.8,0,7.8
NORTH CYPRESS-LANGFORD,7/20/08,2008,7,20,26,11.5,18.75,0,0.8,4.2,0,4.2
NORTH CYPRESS-LANGFORD,7/21/08,2008,7,21,27,11,19,0,1,0,0,0
NORTH CYPRESS-LANGFORD,7/22/08,2008,7,22,29,12.5,20.75,0,2.8,0,0,0
NORTH CYPRESS-LANGFORD,7/23/08,2008,7,23,21.5,18,19.75,0,1.8,0.6,0,0.6
NORTH CYPRESS-LANGFORD,7/24/08,2008,7,24,28,18,23,0,5,0,0,0
NORTH CYPRESS-LANGFORD,7/25/08,2008,7,25,27.5,14.5,21,0,3,0,0,0
NORTH CYPRESS-LANGFORD,7/26/08,2008,7,26,28.5,11,19.75,0,1.8,0,0,0
NORTH CYPRESS-LANGFORD,7/27/08,2008,7,27,27.5,12,19.75,0,1.8,0,0,0
NORTH CYPRESS-LANGFORD,7/28/08,2008,7,28,28,16,22,0,4,3.4,0,3.4
NORTH CYPRESS-LANGFORD,7/29/08,2008,7,29,23.5,14,18.75,0,0.8,0,0,0
NORTH CYPRESS-LANGFORD,7/30/08,2008,7,30,27.5,12,19.75,0,1.8,10.6,0,10.6
NORTH CYPRESS-LANGFORD,7/31/08,2008,7,31,26,15,20.5,0,2.5,0,0,0
NORTH CYPRESS-LANGFORD,8/1/08,2008,8,1,30,10.5,20.25,0,2.3,24.2,0,24.2
NORTH CYPRESS-LANGFORD,8/2/08,2008,8,2,25.5,17,21.25,0,3.3,3.2,0,3.2
NORTH CYPRESS-LANGFORD,8/3/08,2008,8,3,25.5,14,19.75,0,1.8,0.4,0,0.4
NORTH CYPRESS-LANGFORD,8/4/08,2008,8,4,25,11,18,0,0,0,0,0
NORTH CYPRESS-LANGFORD,8/5/08,2008,8,5,26.5,9,17.75,0.2,0,1.6,0,1.6
NORTH CYPRESS-LANGFORD,8/6/08,2008,8,6,26.5,11.5,19,0,1,0,0,0
NORTH CYPRESS-LANGFORD,8/7/08,2008,8,7,27.5,13,20.25,0,2.3,0,0,0
NORTH CYPRESS-LANGFORD,8/8/08,2008,8,8,29,14.5,21.75,0,3.8,0,0,0
NORTH CYPRESS-LANGFORD,8/9/08,2008,8,9,27.5,11.5,19.5,0,1.5,0,0,0
NORTH CYPRESS-LANGFORD,8/10/08,2008,8,10,27,13.5,20.25,0,2.3,0.8,0,0.8
NORTH CYPRESS-LANGFORD,8/11/08,2008,8,11,22,18,20,0,2,14.4,0,14.4
NORTH CYPRESS-LANGFORD,8/12/08,2008,8,12,27.5,16,21.75,0,3.8,0,0,0
NORTH CYPRESS-LANGFORD,8/13/08,2008,8,13,27,12,19.5,0,1.5,0,0,0
NORTH CYPRESS-LANGFORD,8/14/08,2008,8,14,24.5,11,17.75,0.2,0,8.2,0,8.2
NORTH CYPRESS-LANGFORD,8/15/08,2008,8,15,29.5,13,21.25,0,3.3,0,0,0
NORTH CYPRESS-LANGFORD,8/16/08,2008,8,16,30,13,21.5,0,3.5,0,0,0
NORTH CYPRESS-LANGFORD,8/17/08,2008,8,17,32,14.5,23.25,0,5.3,0,0,0
NORTH CYPRESS-LANGFORD,8/18/08,2008,8,18,27,11,19,0,1,0,0,0
NORTH CYPRESS-LANGFORD,8/19/08,2008,8,19,33,12.5,22.75,0,4.8,0,0,0
NORTH CYPRESS-LANGFORD,8/20/08,2008,8,20,31,18,24.5,0,6.5,0,0,0
NORTH CYPRESS-LANGFORD,8/21/08,2008,8,21,29.5,19.5,24.5,0,6.5,8,0,8
NORTH CYPRESS-LANGFORD,8/22/08,2008,8,22,22.5,14,18.25,0,0.3,8.6,0,8.6
NORTH CYPRESS-LANGFORD,8/23/08,2008,8,23,18.5,10,14.25,3.7,0,0,0,0
NORTH CYPRESS-LANGFORD,8/24/08,2008,8,24,24.5,6,15.25,2.7,0,0,0,0
NORTH CYPRESS-LANGFORD,8/25/08,2008,8,25,30,12,21,0,3,0,0,0
NORTH CYPRESS-LANGFORD,8/26/08,2008,8,26,30,16,23,0,5,15.8,0,15.8
NORTH CYPRESS-LANGFORD,8/27/08,2008,8,27,20.5,9,14.75,3.2,0,1,0,1
NORTH CYPRESS-LANGFORD,8/28/08,2008,8,28,23.5,9.5,16.5,1.5,0,0.8,0,0.8
NORTH CYPRESS-LANGFORD,8/29/08,2008,8,29,24,8,16,2,0,0,0,0
NORTH CYPRESS-LANGFORD,8/30/08,2008,8,30,32.5,10.5,21.5,0,3.5,0,0,0
NORTH CYPRESS-LANGFORD,8/31/08,2008,8,31,25,16.5,20.75,0,2.8,0.4,0,0.4
NORTH CYPRESS-LANGFORD,9/1/08,2008,9,1,13,11.5,12.25,5.7,0,15.2,0,15.2
NORTH CYPRESS-LANGFORD,9/2/08,2008,9,2,11,9.5,10.25,7.7,0,8.2,0,8.2
NORTH CYPRESS-LANGFORD,9/3/08,2008,9,3,21,4.5,12.75,5.2,0,0,0,0
NORTH CYPRESS-LANGFORD,9/4/08,2008,9,4,16.5,7,11.75,6.2,0,3,0,3
NORTH CYPRESS-LANGFORD,9/5/08,2008,9,5,18,5.5,11.75,6.2,0,6,0,6
NORTH CYPRESS-LANGFORD,9/6/08,2008,9,6,19.5,3,11.25,6.7,0,0,0,0
NORTH CYPRESS-LANGFORD,9/7/08,2008,9,7,15.5,5.5,10.5,7.5,0,0.8,0,0.8
NORTH CYPRESS-LANGFORD,9/8/08,2008,9,8,17,6.5,11.75,6.2,0,0,0,0
NORTH CYPRESS-LANGFORD,9/9/08,2008,9,9,22,5.5,13.75,4.2,0,0,0,0
NORTH CYPRESS-LANGFORD,9/10/08,2008,9,10,22.5,8.5,15.5,2.5,0,2,0,2
NORTH CYPRESS-LANGFORD,9/11/08,2008,9,11,21.5,11,16.25,1.7,0,0,0,0
NORTH CYPRESS-LANGFORD,9/12/08,2008,9,12,25,8,16.5,1.5,0,0,0,0
NORTH CYPRESS-LANGFORD,9/13/08,2008,9,13,17.5,10,13.75,4.2,0,0,0,0
NORTH CYPRESS-LANGFORD,9/14/08,2008,9,14,18,3.5,10.75,7.2,0,0,0,0
NORTH CYPRESS-LANGFORD,9/15/08,2008,9,15,22,8,15,3,0,0,0,0
NORTH CYPRESS-LANGFORD,9/16/08,2008,9,16,23.5,10,16.75,1.2,0,0,0,0
NORTH CYPRESS-LANGFORD,9/17/08,2008,9,17,18,8,13,5,0,0,0,0
NORTH CYPRESS-LANGFORD,9/18/08,2008,9,18,28,8,18,0,0,0,0,0
NORTH CYPRESS-LANGFORD,9/19/08,2008,9,19,23,8,15.5,2.5,0,0,0,0
NORTH CYPRESS-LANGFORD,9/20/08,2008,9,20,14.5,4,9.25,8.7,0,0,0,0
NORTH CYPRESS-LANGFORD,9/21/08,2008,9,21,28,5.5,16.75,1.2,0,2,0,2
NORTH CYPRESS-LANGFORD,9/22/08,2008,9,22,23,15,19,0,1,9.2,0,9.2
NORTH CYPRESS-LANGFORD,9/23/08,2008,9,23,20.5,12,16.25,1.7,0,1.8,0,1.8
NORTH CYPRESS-LANGFORD,9/24/08,2008,9,24,19,6,12.5,5.5,0,0,0,0
NORTH CYPRESS-LANGFORD,9/25/08,2008,9,25,25.5,8,16.75,1.2,0,0,0,0
NORTH CYPRESS-LANGFORD,9/26/08,2008,9,26,17.5,10,13.75,4.2,0,0,0,0
NORTH CYPRESS-LANGFORD,9/27/08,2008,9,27,17.5,-1.5,8,10,0,0,0,0
NORTH CYPRESS-LANGFORD,9/28/08,2008,9,28,18.5,7,12.75,5.2,0,0,0,0
NORTH CYPRESS-LANGFORD,9/29/08,2008,9,29,15.5,6.5,11,7,0,0,0,0
NORTH CYPRESS-LANGFORD,9/30/08,2008,9,30,18,3.5,10.75,7.2,0,0,0,0
NORTH CYPRESS-LANGFORD,10/1/08,2008,10,1,19.5,-0.5,9.5,8.5,0,0,0,0
NORTH CYPRESS-LANGFORD,10/2/08,2008,10,2,19,3.5,11.25,6.7,0,0,0,0
NORTH CYPRESS-LANGFORD,10/3/08,2008,10,3,19,1,10,8,0,0,0,0
NORTH CYPRESS-LANGFORD,10/4/08,2008,10,4,23,5,14,4,0,0,0,0
NORTH CYPRESS-LANGFORD,10/5/08,2008,10,5,18,7.5,12.75,5.2,0,21.2,0,21.2
NORTH CYPRESS-LANGFORD,10/6/08,2008,10,6,15,11,13,5,0,0,0,0
NORTH CYPRESS-LANGFORD,10/7/08,2008,10,7,16.5,6.5,11.5,6.5,0,1,0,1
NORTH CYPRESS-LANGFORD,10/8/08,2008,10,8,14.5,7,10.75,7.2,0,0,0,0
NORTH CYPRESS-LANGFORD,10/9/08,2008,10,9,9,6.5,7.75,10.2,0,0,0,0
NORTH CYPRESS-LANGFORD,10/10/08,2008,10,10,11,-2,4.5,13.5,0,0,0,0
NORTH CYPRESS-LANGFORD,10/11/08,2008,10,11,8,2,5,13,0,16.6,0,16.6
NORTH CYPRESS-LANGFORD,10/12/08,2008,10,12,5,3.5,4.25,13.7,0,7,0,7
NORTH CYPRESS-LANGFORD,10/13/08,2008,10,13,4.5,3,3.75,14.2,0,0.4,0,0.4
NORTH CYPRESS-LANGFORD,10/14/08,2008,10,14,16.5,-2,7.25,10.7,0,0,0,0
NORTH CYPRESS-LANGFORD,10/15/08,2008,10,15,8,2,5,13,0,0,0,0
NORTH CYPRESS-LANGFORD,10/16/08,2008,10,16,12,-3,4.5,13.5,0,0,0,0
NORTH CYPRESS-LANGFORD,10/17/08,2008,10,17,14,0,7,11,0,0,0,0
NORTH CYPRESS-LANGFORD,10/18/08,2008,10,18,18,4.5,11.25,6.7,0,1.4,0,1.4
NORTH CYPRESS-LANGFORD,10/19/08,2008,10,19,13,3,8,10,0,0,0,0
NORTH CYPRESS-LANGFORD,10/20/08,2008,10,20,11.5,-5.5,3,15,0,0,0,0
NORTH CYPRESS-LANGFORD,10/21/08,2008,10,21,8,0,4,14,0,5.6,0,5.6
NORTH CYPRESS-LANGFORD,10/22/08,2008,10,22,9,3,6,12,0,0,0,0
NORTH CYPRESS-LANGFORD,10/23/08,2008,10,23,10,-3,3.5,14.5,0,0,0,0
NORTH CYPRESS-LANGFORD,10/24/08,2008,10,24,14,1.5,7.75,10.2,0,0,0,0
NORTH CYPRESS-LANGFORD,10/25/08,2008,10,25,13,1.5,7.25,10.7,0,0,0,0
NORTH CYPRESS-LANGFORD,10/26/08,2008,10,26,4.5,0,2.25,15.7,0,0,0,0
NORTH CYPRESS-LANGFORD,10/27/08,2008,10,27,2.5,-7,-2.25,20.3,0,0,0,0
NORTH CYPRESS-LANGFORD,10/28/08,2008,10,28,13,-5.5,3.75,14.2,0,0,0,0
NORTH CYPRESS-LANGFORD,10/29/08,2008,10,29,18.5,-2,8.25,9.7,0,0,0,0
NORTH CYPRESS-LANGFORD,10/30/08,2008,10,30,17,2,9.5,8.5,0,0,0,0
NORTH CYPRESS-LANGFORD,10/31/08,2008,10,31,11,-5,3,15,0,0,0,0
NORTH CYPRESS-LANGFORD,11/1/08,2008,11,1,12.5,0.5,6.5,11.5,0,0,0,0
NORTH CYPRESS-LANGFORD,11/2/08,2008,11,2,12.5,1,6.75,11.2,0,0,0,0
NORTH CYPRESS-LANGFORD,11/3/08,2008,11,3,18.5,2,10.25,7.7,0,0,0,0
NORTH CYPRESS-LANGFORD,11/4/08,2008,11,4,15.5,5,10.25,7.7,0,0,0,0
NORTH CYPRESS-LANGFORD,11/5/08,2008,11,5,4,2,3,15,0,0.6,0,0.6
NORTH CYPRESS-LANGFORD,11/6/08,2008,11,6,0,-2,-1,19,0,0,12,12
NORTH CYPRESS-LANGFORD,11/7/08,2008,11,7,-2,-4,-3,21,0,0,3,3
NORTH CYPRESS-LANGFORD,11/8/08,2008,11,8,-5.5,-7,-6.25,24.3,0,0,0,0
NORTH CYPRESS-LANGFORD,11/9/08,2008,11,9,-4,-11,-7.5,25.5,0,0,0,0
NORTH CYPRESS-LANGFORD,11/10/08,2008,11,10,-5.5,-17,-11.25,29.3,0,0,0,0
NORTH CYPRESS-LANGFORD,11/11/08,2008,11,11,0,-10.5,-5.25,23.3,0,0,0,0
NORTH CYPRESS-LANGFORD,11/12/08,2008,11,12,2,-3,-0.5,18.5,0,4.2,0,4.2
NORTH CYPRESS-LANGFORD,11/13/08,2008,11,13,2.5,-0.5,1,17,0,0,1.8,1.8
NORTH CYPRESS-LANGFORD,11/14/08,2008,11,14,-1.5,-5.5,-3.5,21.5,0,0,0,0
NORTH CYPRESS-LANGFORD,11/15/08,2008,11,15,0,-13,-6.5,24.5,0,0,1,1
NORTH CYPRESS-LANGFORD,11/16/08,2008,11,16,0,-5,-2.5,20.5,0,0,0,0
NORTH CYPRESS-LANGFORD,11/17/08,2008,11,17,-3.5,-12.5,-8,26,0,0,0,0
NORTH CYPRESS-LANGFORD,11/18/08,2008,11,18,-1.5,-13.5,-7.5,25.5,0,0,0,0
NORTH CYPRESS-LANGFORD,11/19/08,2008,11,19,-3,-6.5,-4.75,22.8,0,0,0,0
NORTH CYPRESS-LANGFORD,11/20/08,2008,11,20,-11,-17,-14,32,0,0,0,0
NORTH CYPRESS-LANGFORD,11/21/08,2008,11,21,-6.5,-20,-13.25,31.3,0,0,0,0
NORTH CYPRESS-LANGFORD,11/22/08,2008,11,22,-3,-16,-9.5,27.5,0,0,0,0
NORTH CYPRESS-LANGFORD,11/23/08,2008,11,23,3,-7,-2,20,0,0,0,0
NORTH CYPRESS-LANGFORD,11/24/08,2008,11,24,-1.5,-9,-5.25,23.3,0,0,0,0
NORTH CYPRESS-LANGFORD,11/25/08,2008,11,25,3,-10,-3.5,21.5,0,0,0,0
NORTH CYPRESS-LANGFORD,11/26/08,2008,11,26,2.5,-9.5,-3.5,21.5,0,0,0,0
NORTH CYPRESS-LANGFORD,11/27/08,2008,11,27,2,-5,-1.5,19.5,0,0,0,0
NORTH CYPRESS-LANGFORD,11/28/08,2008,11,28,-1.5,-13,-7.25,25.3,0,0,0,0
NORTH CYPRESS-LANGFORD,11/29/08,2008,11,29,-2,-10,-6,24,0,0,0,0
NORTH CYPRESS-LANGFORD,11/30/08,2008,11,30,-5,-8,-6.5,24.5,0,0,0.8,0.8
NORTH CYPRESS-LANGFORD,12/1/08,2008,12,1,2.5,-18,-7.75,25.8,0,0,0,0
NORTH CYPRESS-LANGFORD,12/2/08,2008,12,2,1.5,-9.5,-4,22,0,0,0,0
NORTH CYPRESS-LANGFORD,12/3/08,2008,12,3,-7,-14.5,-10.75,28.8,0,0,0,0
NORTH CYPRESS-LANGFORD,12/4/08,2008,12,4,-10.5,-16,-13.25,31.3,0,0,0,0
NORTH CYPRESS-LANGFORD,12/5/08,2008,12,5,-4.5,-14,-9.25,27.3,0,0,4,4
NORTH CYPRESS-LANGFORD,12/6/08,2008,12,6,-13.5,-22.5,-18,36,0,0,2,2
NORTH CYPRESS-LANGFORD,12/7/08,2008,12,7,-10.5,-20,-15.25,33.3,0,0,2,2
NORTH CYPRESS-LANGFORD,12/8/08,2008,12,8,-12,-18,-15,33,0,0,0,0
NORTH CYPRESS-LANGFORD,12/9/08,2008,12,9,-14,-21,-17.5,35.5,0,0,5.2,5.2
NORTH CYPRESS-LANGFORD,12/10/08,2008,12,10,-10,-22.5,-16.25,34.3,0,0,1,1
NORTH CYPRESS-LANGFORD,12/11/08,2008,12,11,-10.5,-24.5,-17.5,35.5,0,0,0,0
NORTH CYPRESS-LANGFORD,12/12/08,2008,12,12,-2,-25.5,-13.75,31.8,0,0,0,0
NORTH CYPRESS-LANGFORD,12/13/08,2008,12,13,-20,-23,-21.5,39.5,0,0,0.6,0.6
NORTH CYPRESS-LANGFORD,12/14/08,2008,12,14,-24,-28,-26,44,0,0,1,1
NORTH CYPRESS-LANGFORD,12/15/08,2008,12,15,-25,-32,-28.5,46.5,0,0,0,0
NORTH CYPRESS-LANGFORD,12/16/08,2008,12,16,-20,-29,-24.5,42.5,0,0,0,0
NORTH CYPRESS-LANGFORD,12/17/08,2008,12,17,-19,-28,-23.5,41.5,0,0,2,2
NORTH CYPRESS-LANGFORD,12/18/08,2008,12,18,-21,-27,-24,42,0,0,0,0
NORTH CYPRESS-LANGFORD,12/19/08,2008,12,19,-20.5,-28.5,-24.5,42.5,0,0,11,11
NORTH CYPRESS-LANGFORD,12/20/08,2008,12,20,-20,-23,-21.5,39.5,0,0,2,2
NORTH CYPRESS-LANGFORD,12/21/08,2008,12,21,-23,-24.5,-23.75,41.8,0,0,0,0
NORTH CYPRESS-LANGFORD,12/22/08,2008,12,22,-19,-30,-24.5,42.5,0,0,4,4
NORTH CYPRESS-LANGFORD,12/23/08,2008,12,23,-16.5,-25.5,-21,39,0,0,0,0
NORTH CYPRESS-LANGFORD,12/24/08,2008,12,24,-18,-31,-24.5,42.5,0,0,0,0
NORTH CYPRESS-LANGFORD,12/25/08,2008,12,25,-7.5,-24,-15.75,33.8,0,0,0,0
NORTH CYPRESS-LANGFORD,12/26/08,2008,12,26,-10.5,-16,-13.25,31.3,0,0,2.6,2.6
NORTH CYPRESS-LANGFORD,12/27/08,2008,12,27,-16.5,-23,-19.75,37.8,0,0,0,0
NORTH CYPRESS-LANGFORD,12/28/08,2008,12,28,-10.5,-23,-16.75,34.8,0,0,0.2,0.2
NORTH CYPRESS-LANGFORD,12/29/08,2008,12,29,-15,-21,-18,36,0,0,0,0
NORTH CYPRESS-LANGFORD,12/30/08,2008,12,30,-17,-25,-21,39,0,0,0,0
NORTH CYPRESS-LANGFORD,12/31/08,2008,12,31,-14,-27,-20.5,38.5,0,0,5.4,5.4
NORTH CYPRESS-LANGFORD,1/1/09,2009,1,1,-15,-18,-16.5,34.5,0,0,1,1
NORTH CYPRESS-LANGFORD,1/2/09,2009,1,2,-17,-28.5,-22.75,40.8,0,0,15,15
NORTH CYPRESS-LANGFORD,1/3/09,2009,1,3,-16,-22,-19,37,0,0,0,0
NORTH CYPRESS-LANGFORD,1/4/09,2009,1,4,-26,-31.5,-28.75,46.8,0,0,0,0
NORTH CYPRESS-LANGFORD,1/5/09,2009,1,5,-19.5,-35,-27.25,45.3,0,0,0,0
NORTH CYPRESS-LANGFORD,1/6/09,2009,1,6,-17.5,-24.5,-21,39,0,0,4.6,4.6
NORTH CYPRESS-LANGFORD,1/7/09,2009,1,7,-16.5,-24,-20.25,38.3,0,0,0,0
NORTH CYPRESS-LANGFORD,1/8/09,2009,1,8,-17.5,-30,-23.75,41.8,0,0,0,0
NORTH CYPRESS-LANGFORD,1/9/09,2009,1,9,-13.5,-24,-18.75,36.8,0,0,0,0
NORTH CYPRESS-LANGFORD,1/10/09,2009,1,10,-11,-20,-15.5,33.5,0,0,0,0
NORTH CYPRESS-LANGFORD,1/11/09,2009,1,11,-9.5,-24,-16.75,34.8,0,0,2,2
NORTH CYPRESS-LANGFORD,1/12/09,2009,1,12,-19.5,-28,-23.75,41.8,0,0,0,0
